"Posición","Provincia","Canton","No.","No.Provincia","No.Canton","No.Unidad","IDH","UrbanoRural","AM","GAM","CX","CY","Area_km2","Total.de.jefas.de.hogar","Total.Hijos.de.jefas.de.hogar","Porcentaje..de.hijos.por.jefa.de.hogar","Porcentaje..de.cobertura","Deficit.cobertura.nominal","Total.niños.atendidos.x.CENCINAI","No.CENCINAI","Total.Poblacion","Total.Hombres","Total.Mujeres","Total.Viviendas","Total.Viviendas.Individuales","Total.Viviendas.Ocupadas","Total.Viviendas.Desocupadas","Promedio.de.ocupantes","Viviendas.colectivas","Total.Urbano","Hombres.urbano","Mujeres.urbano","Total.Rutal","Hombres.rural","Mujeres.rural","Total.10.o.mas","Alfabeta..10.o.mas","Analfabeta..10.o.mas","Porcentaje..Alfabetismo..10.o.mas","Total.Hombres..10.o.mas","Hombres.Alfabeta..10.o.mas","Hombres.analfabeta..10.o.mas","Total.Mujeres..10.o.mas","Mujer.Alfabeta..10.o.mas","Hombre.Analfabeta..10.o.mas","Total.Niños.Niñas.menor.de.5","Niños.menor.de.5","Niñas.menor.de.5","Total.Asiste.menor.de.5","Niños.Asiste.menor.de.5","Niñas.Asiste.menor.de.5","Total.No.asiste.menor.de.5","Niños.No.asiste.menor.de.5","Niñas.No.asiste.menor.de.5","Total.Poblacion.65.o.mas","Hombres..65.o.mas","Mujeres.65.o.mas","Total.65.o.mas.asiste.a.centros","Hombres.65.o.mas.asiste.a.centros","Mujeres.65.o.mas.asiste.a.centros","Total.65.o.mas.no.asiste.a.centros","Hombres.65.o.mas.no.asiste.a.centros","Mujeres.65.o.mas.no.asiste.a.centros","Población.de.5.años.y.más","Población.de.5.años.y.más..Celular.Usó.en.los.últimos.3.meses","Población.de.5.años.y.más..Computadora.Usó.en.los.últimos.3.meses","Población.de.5.años.y.más..Internet.Usó.en.los.últimos.3.meses","Seguro..Asalariado.a.","Seguro..Cuenta.propia..voluntario.o.convenio","Seguro..Régimen.no.contributivo..recibe.pensión.","Seguro..Pensionado.a...CCSS..Magisterio.y.otro.","Seguro..Familiar","Seguro..Por.el.Estado","Seguro..Otro","No.tiene.seguro.social.de.la.CCSS","Total.de.hogares","Jefatura.compartida","Jefatura.masculina","Jefatura.femenina","Total.de.viviendas.individuales.ocupadas","Estado.de.la.vivienda..Malo","Estado.de.la.vivienda..Regular","Estado.de.la.vivienda..Bueno","Menos.de.1.año","De.1.a.4.años","De.5.a.9.años","De.10.a.19.años","De.20.a.29.años","De.30.a.39.años","De.40.a.49.años","De.50.a.64.años","De.65.a.74.años","De.75.a.84.años","De.85.años.y.más","Hombres.Población.total","Hombres.Menos.de.1.año","Hombres.De.1.a.4.años","Hombres.De.5.a.9.años","Hombres.De.10.a.19.años","Hombres.De.20.a.29.años","Hombres.De.30.a.39.años","Hombres.De.40.a.49.años","Hombres.De.50.a.64.años","Hombres.De.65.a.74.años","Hombres.De.75.a.84.años","Hombres.De.85.años.y.más","Mujeres.Población.total","Mujeres.Menos.de.1.año","Mujeres.De.1.a.4.años","Mujeres.De.5.a.9.años","Mujeres.De.10.a.19.años","Mujeres.De.20.a.29.años","Mujeres.De.30.a.39.años","Mujeres.De.40.a.49.años","Mujeres.De.50.a.64.años","Mujeres.De.65.a.74.años","Mujeres.De.75.a.84.años","Mujeres.De.85.años.y.más","Violaciones","Vehiculos","Tacha","Homicidios","Fraude","Casas","Agresion","TotalDelitos","Posicion","Aceptados","Rechazados","NotaExamen","UCR","Medicina","Microbiologia","Comunicacion","Densidad_de_poblacion","Menos_de_1_ano","De_65_anos_y_mas","Poblacion_con_discapacidad_res"
77,"Heredia","Sarapiquí",439,4,10,410,644,"Mixto",FALSE,FALSE,-419.837887,52.598169,2154.7416515792,972,1279,1.3158436214,-0.7998436278,1023,256,5,57147,29057,28090,19164,19127,15768,3359,3.6026763064,37,10319,4977,5342,46828,24080,22748,45834,43261,2573,94.3862634725,23291,21918,1373,22543,21343,1200,5685,2840,2845,365,173,192,5320,2667,2653,2725,1544,1181,22,7,15,2703,1537,1166,51462,31973,15029,13260,11066,4101,518,1220,24762,4080,372,11028,16158,947,11407,3804,15768,2391,6333,7044,1095,4590,5628,12748,10062,8234,6469,5596,1694,784,247,29057,532,2308,2926,6439,4935,4049,3301,3023,967,450,127,28090,563,2282,2702,6309,5127,4185,3168,2573,727,334,120,10,112,37,10,41,51,10,271,77,122,1330,36.7786671563,8.4022038567,1,0,0,26.5215089513,1095,2725,10.4729907082
24,"Guanacaste","Liberia",448,5,1,501,817,"Mixto",FALSE,FALSE,-427.403981,53.477434,1448.5812452958,1121,1469,1.3104371097,-0.77195371,1134,335,6,62987,30841,32146,18684,18666,16577,2089,3.7469988538,18,51636,24782,26854,11351,6059,5292,51673,50479,1194,97.6893155033,25022,24408,614,26651,26071,580,5856,3019,2837,645,344,301,5211,2675,2536,3557,1598,1959,32,4,28,3525,1594,1931,57131,40764,26369,24741,14052,4281,817,2398,22913,6178,450,11898,16980,1258,10249,5473,16577,1306,4572,10699,1099,4757,5458,12054,12033,9588,7227,7214,2006,1130,421,30841,587,2432,2800,6091,5836,4657,3420,3420,901,516,181,32146,512,2325,2658,5963,6197,4931,3807,3794,1105,614,240,30,106,318,14,98,55,25,646,24,662,2684,39.5587799722,19.7848176928,6,7,0,43.4818552322,1099,3557,7.9190944163
27,"Guanacaste","Nicoya",455,5,2,502,803,"Mixto",FALSE,FALSE,-597.960376,70.508131,1334.6952220991,757,940,1.2417437252,-0.2106382979,198,742,20,50825,24987,25838,18338,18336,15038,3298,3.3786407767,2,22399,10776,11623,28426,14211,14215,43063,41884,1179,97.2621508023,21018,20413,605,22045,21471,574,3926,2010,1916,534,284,250,3392,1726,1666,4878,2406,2472,27,7,20,4851,2399,2452,46899,27470,15912,14540,7724,4328,1453,2053,17396,10299,341,7231,15160,893,9693,4574,15038,1391,5178,8469,722,3204,3836,9113,8446,6920,6582,7124,2735,1476,667,24987,370,1640,1959,4507,4132,3311,3219,3443,1398,710,298,25838,352,1564,1877,4606,4314,3609,3363,3681,1337,766,369,4,60,147,10,19,33,24,297,27,262,1911,33.7086555029,12.0570639669,4,3,2,38.0798546054,722,4878,13.8435809149
33,"Guanacaste","Santa Cruz",464,5,3,503,780,"Mixto",FALSE,FALSE,-770.965814,92.541588,1325.6673085193,861,1076,1.24970964,-0.0334572491,36,1040,25,55104,27283,27821,22742,22730,16645,6085,3.3072394112,12,26483,12814,13669,28621,14469,14152,46375,45504,871,98.1218328841,22836,22352,484,23539,23152,387,4493,2285,2208,694,369,325,3799,1916,1883,4454,2149,2305,27,13,14,4427,2136,2291,50611,33166,20099,18825,10305,4919,1747,2557,19135,3593,601,12247,16929,825,10851,5253,16645,1340,5000,10305,835,3658,4236,9613,9348,8190,7297,7473,2450,1421,583,27283,408,1877,2162,4740,4613,4012,3645,3677,1230,660,259,27821,427,1781,2074,4873,4735,4178,3652,3796,1220,761,324,15,73,124,4,45,22,17,300,33,285,1967,32.0031499917,12.6554174068,0,3,1,41.5669901836,835,4454,12.3167102207
53,"Guanacaste","Bagaces",475,5,4,504,741,"Mixto",FALSE,FALSE,-340.77665,42.589766,1278.0562305599,278,371,1.3345323741,-0.5498652291,204,167,3,19536,9854,9682,6531,6529,5615,914,3.4774710597,2,9120,4444,4676,10416,5410,5006,16086,15470,616,96.1705831158,8053,7707,346,8033,7763,270,1699,892,807,141,68,73,1558,824,734,1389,701,688,32,8,24,1357,693,664,17837,12238,6211,5720,3296,1527,353,656,7875,2530,131,3168,5673,312,3867,1494,5615,642,1982,2991,328,1371,1751,3972,3291,2748,2444,2242,822,427,140,9854,186,706,909,2064,1616,1308,1220,1144,427,213,61,9682,142,665,842,1908,1675,1440,1224,1098,395,214,79,7,32,14,3,4,13,4,77,53,85,495,35.8477388349,14.6551724138,0,1,0,15.2857124224,328,1389,9.3622031122
34,"Guanacaste","Carrillo",481,5,5,505,775,"Mixto",FALSE,FALSE,-342.363094,41.921786,601.5876238718,543,740,1.3627992634,-0.5216216216,386,354,5,37122,18598,18524,14554,14546,10141,4405,3.654866384,8,23139,11536,11603,13983,7062,6921,30607,29936,671,97.8076910511,15248,14879,369,15359,15057,302,3368,1762,1606,344,169,175,3024,1593,1431,2580,1269,1311,30,9,21,2550,1260,1290,33754,21409,12510,11371,7340,2733,681,1668,13739,3193,477,7291,10345,599,6814,2932,10141,840,3049,6252,609,2759,3147,6937,6653,5324,4593,4520,1448,824,308,18598,287,1475,1588,3493,3285,2624,2313,2264,718,413,138,18524,322,1284,1559,3444,3368,2700,2280,2256,730,411,170,12,39,82,4,15,12,8,172,34,82,688,27.6960581044,10.6493506494,0,0,0,61.7067215597,609,2580,10.1799472011
48,"Guanacaste","Cañas",487,5,6,506,745,"Mixto",FALSE,FALSE,-425.696018,51.914208,689.4342444797,406,519,1.2783251232,-0.7379576108,383,136,2,26201,12910,13291,7888,7883,7172,711,3.6450083659,5,20949,10140,10809,5252,2770,2482,21579,20807,772,96.4224477501,10541,10141,400,11038,10666,372,2365,1217,1148,252,123,129,2113,1094,1019,1654,795,859,5,3,2,1649,792,857,23836,16892,8872,8266,5774,1926,462,1036,11805,781,236,4181,7372,436,4864,2072,7172,627,2618,3927,454,1911,2257,5053,4747,3647,3263,3215,988,485,181,12910,238,979,1152,2534,2363,1735,1574,1540,475,232,88,13291,216,932,1105,2519,2384,1912,1689,1675,513,253,93,15,41,119,5,28,14,22,244,48,166,943,37.7580565875,14.9684400361,1,2,2,38.0036242902,454,1654,9.6637532919
47,"Guanacaste","Abangares",494,5,7,507,749,"Mixto",FALSE,FALSE,-340.044205,40.995829,647.1116740382,261,332,1.2720306513,-0.6777108434,225,107,3,18039,9014,9025,6237,6234,5311,923,3.3923931463,3,5476,2685,2791,12563,6329,6234,15076,14405,671,95.549217299,7497,7117,380,7579,7288,291,1469,743,726,140,68,72,1329,675,654,1406,712,694,10,3,7,1396,709,687,16570,10610,5499,4964,3000,1398,290,700,6713,2373,106,3459,5393,359,3633,1401,5311,630,2044,2637,290,1179,1494,3585,3010,2377,2466,2232,826,431,149,9014,153,590,774,1802,1484,1130,1211,1158,421,223,68,9025,137,589,720,1783,1526,1247,1255,1074,405,208,81,10,21,23,1,5,8,6,74,47,80,477,36.9303353438,14.3626570916,0,0,1,27.8761776734,290,1406,11.9629691225
35,"Guanacaste","Tilarán",500,5,8,508,774,"Mixto",FALSE,FALSE,-594.670377,73.443604,670.2627737206,239,318,1.3305439331,-0.4025157233,128,190,6,19640,9736,9904,7087,7084,6018,1066,3.2555666334,3,9955,4760,5195,9685,4976,4709,16605,16001,604,96.3625414032,8177,7853,324,8428,8148,280,1488,770,718,223,134,89,1265,636,629,1863,954,909,14,1,13,1849,953,896,18152,12723,7865,7314,3109,2560,421,632,8579,1451,198,2690,6093,576,4041,1476,6018,335,1717,3966,264,1224,1547,3668,2988,2594,2630,2862,1091,555,217,9736,131,639,789,1827,1452,1230,1298,1416,549,307,98,9904,133,585,758,1841,1536,1364,1332,1446,542,248,119,7,37,17,0,5,3,10,79,35,13,37,48.4366287759,26,1,0,0,29.3019406269,264,1863,11.6649694501
13,"Guanacaste","Nandayure",509,5,9,509,846,"Mixto",FALSE,FALSE,-511.719325,59.822913,567.5451144167,138,176,1.2753623188,0.1704545455,-30,206,8,11121,5669,5452,4381,4380,3307,1073,3.3528878137,1,2304,1146,1158,8817,4523,4294,9425,9067,358,96.2015915119,4753,4582,171,4672,4485,187,851,450,401,91,43,48,760,407,353,1030,549,481,11,7,4,1019,542,477,10270,6478,3293,2989,1531,932,330,352,3936,2295,89,1656,3335,372,2195,768,3307,391,1239,1677,151,700,845,2169,1753,1464,1490,1519,605,287,138,5669,82,368,466,1088,896,709,747,764,328,153,68,5452,69,332,379,1081,857,755,743,755,277,134,70,1,4,2,1,1,1,2,12,13,42,373,33.1193683041,10.1204819277,0,0,0,19.5949180382,151,1030,13.8926355544
69,"Guanacaste","La Cruz",517,5,10,510,699,"Mixto",FALSE,FALSE,-342.159652,44.233854,1393.6658010459,328,449,1.368902439,-0.7750556793,348,101,2,19181,9440,9741,5589,5586,4732,854,4.0521978022,3,7125,3397,3728,12056,6043,6013,15323,14368,955,93.7675389937,7503,7046,457,7820,7322,498,1961,1003,958,122,61,61,1839,942,897,1065,548,517,6,1,5,1059,547,512,17220,9720,4928,4386,2097,1360,169,289,6000,3382,127,5757,4877,349,3208,1320,4732,708,2055,1969,410,1551,1897,4370,3338,2739,1951,1860,604,315,146,9440,207,796,934,2162,1581,1310,1002,900,320,160,68,9741,203,755,963,2208,1757,1429,949,960,284,155,78,7,27,36,6,12,19,7,114,69,71,479,32.1166125907,12.9090909091,0,0,0,13.7629839131,410,1065,9.3738595485
12,"Guanacaste","Hojancha",523,5,11,511,846,"Mixto",FALSE,FALSE,-341.61662,39.963402,263.5293702008,72,89,1.2361111111,0.3595505618,-32,121,4,7197,3656,3541,2500,2500,2028,472,3.548816568,0,1746,878,868,5451,2778,2673,6176,5959,217,96.4863989637,3129,3016,113,3047,2943,104,523,260,263,45,23,22,478,237,241,674,352,322,0,0,0,674,352,322,6674,4038,2518,2221,824,575,338,215,2167,2103,58,917,2041,188,1370,483,2028,167,683,1178,102,421,498,1405,1164,999,976,958,397,195,82,3656,50,210,267,711,599,484,491,492,212,100,40,3541,52,211,231,694,565,515,485,466,185,95,42,0,2,16,0,1,1,0,20,12,25,233,38.4648818369,9.6899224806,0,0,0,27.3100489502,102,674,12.5607892177
32,"Puntarenas","Puntarenas",531,6,1,601,788,"Mixto",FALSE,FALSE,-1273.259947,150.6152,1849.591642069,1909,2542,1.3315872184,-0.5649095201,1436,1106,23,115019,57246,57773,39095,39077,33228,5849,3.4387564704,18,82270,40376,41894,32749,16870,15879,94998,92220,2778,97.0757279101,46876,45430,1446,48122,46790,1332,9962,5140,4822,1077,551,526,8885,4589,4296,8198,3948,4250,84,20,64,8114,3928,4186,105057,66786,39672,36171,20458,9152,1867,4972,43741,17783,740,16306,33755,1611,22270,9874,33228,4246,12015,16967,1898,8064,10059,21787,19587,16130,14450,14846,4916,2465,817,57246,961,4179,5230,11038,9668,7777,7148,7297,2378,1176,394,57773,937,3885,4829,10749,9919,8353,7302,7549,2538,1289,423,30,267,476,44,81,112,190,1200,32,523,2646,39.7872461703,16.503628905,4,1,2,62.1861590331,1898,8198,10.8503812414
20,"Puntarenas","Esparza",548,6,2,602,823,"Mixto",FALSE,FALSE,-423.279156,49.913474,218.9785093305,375,478,1.2746666667,-0.7531380753,360,118,2,28644,14074,14570,10223,10220,8435,1785,3.3899229401,3,21374,10349,11025,7270,3725,3545,24085,23504,581,97.5877101931,11790,11458,332,12295,12046,249,2320,1169,1151,248,128,120,2072,1041,1031,2316,1159,1157,40,13,27,2276,1146,1130,26324,19285,12136,11253,5772,2275,474,1481,11806,2641,183,4012,8526,690,5622,2214,8435,887,2539,5009,464,1856,2239,5431,4840,3914,3753,3831,1421,670,225,14074,239,930,1115,2765,2324,1844,1831,1867,709,346,104,14570,225,926,1124,2666,2516,2070,1922,1964,712,324,121,2,81,63,6,31,29,19,231,20,371,1567,41.3797458623,19.1434468524,3,4,0,130.807356793,464,2316,11.9920402178
74,"Puntarenas","Buenos Aires",555,6,3,603,675,"Mixto",FALSE,FALSE,-749.649831,81.5785,2393.2982742768,800,1054,1.3175,-0.7305502846,770,284,12,45244,22809,22435,14673,14668,12205,2463,3.7028267104,5,17069,8290,8779,28175,14519,13656,36061,34353,1708,95.2635811542,18134,17316,818,17927,17037,890,4560,2320,2240,259,120,139,4301,2200,2101,2507,1364,1143,4,1,3,2503,1363,1140,40684,23778,10618,9223,5752,3153,493,592,14488,15902,206,4658,12371,824,8494,3053,12205,2052,4936,5217,917,3643,4623,10606,7826,5728,5013,4381,1483,772,252,22809,456,1864,2355,5311,3800,2802,2533,2324,823,410,131,22435,461,1779,2268,5295,4026,2926,2480,2057,660,362,121,4,16,26,7,34,8,9,104,74,106,862,37.7809616612,10.9504132231,1,1,1,18.9044551974,917,2507,10.5030501282
36,"Puntarenas","Montes de Oro",566,6,4,604,774,"Mixto",FALSE,FALSE,-254.187204,30.294317,245.5966702595,151,177,1.1721854305,-0.406779661,72,105,2,12950,6438,6512,4453,4452,3929,523,3.288877577,1,8869,4303,4566,4081,2135,1946,10967,10574,393,96.4165222942,5436,5203,233,5531,5371,160,996,506,490,118,53,65,878,453,425,1163,602,561,6,0,6,1157,602,555,11954,8427,4866,4491,2532,1110,280,710,5250,1757,64,1247,3989,330,2688,971,3929,335,1137,2457,202,794,987,2359,2158,1877,1712,1698,683,345,135,6438,113,393,496,1182,1090,890,827,845,355,177,70,6512,89,401,491,1177,1068,987,885,853,328,168,65,2,23,13,2,2,8,5,55,36,122,530,40.6857648809,18.7116564417,0,0,0,52.728727903,202,1163,10.8030888031
51,"Puntarenas","Osa",571,6,5,605,741,"Mixto",FALSE,FALSE,-417.467693,44.874153,1905.0138644399,497,648,1.3038229376,-0.7160493827,464,184,5,29433,15038,14395,11436,11425,8904,2521,3.2953728661,11,11198,5458,5740,18235,9580,8655,24390,23235,1155,95.2644526445,12452,11839,613,11938,11396,542,2565,1301,1264,194,95,99,2371,1206,1165,2107,1216,891,15,9,6,2092,1207,885,26868,17657,8305,7656,4152,3022,644,742,9957,6214,243,4459,9045,770,5950,2325,8904,1579,3476,3849,471,2094,2478,5822,5086,4076,3586,3713,1198,688,221,15038,246,1055,1285,2947,2529,2001,1797,1962,701,391,124,14395,225,1039,1193,2875,2557,2075,1789,1751,497,297,97,20,44,57,10,24,24,7,186,51,80,774,33.2135751197,9.3676814988,0,0,0,15.4502812549,471,2107,14.0658444603
49,"Puntarenas","Aguirre",578,6,6,606,742,"Mixto",FALSE,FALSE,-252.272412,28.32305,559.1662880303,395,488,1.235443038,-0.6823770492,333,155,5,26861,13829,13032,9609,9602,8094,1508,3.3155423771,7,14176,7186,6990,12685,6643,6042,22210,21436,774,96.5150832958,11427,11014,413,10783,10422,361,2438,1253,1185,208,101,107,2230,1152,1078,1443,791,652,14,5,9,1429,786,643,24423,17593,9279,8744,6011,2513,296,686,10949,1761,226,4419,8235,657,5638,1940,8094,1100,3122,3872,487,1951,2213,5073,5230,4001,3473,2990,880,438,125,13829,256,997,1149,2548,2676,2022,1803,1587,478,234,79,13032,231,954,1064,2525,2554,1979,1670,1403,402,204,46,7,70,425,6,78,67,89,742,49,72,557,38.912320277,11.4467408585,1,0,0,48.0375884151,487,1443,9.0689103161
38,"Puntarenas","Golfito",583,6,7,607,772,"Mixto",FALSE,FALSE,-332.630068,34.218031,1757.3923820545,660,864,1.3090909091,-0.8541666667,738,126,4,39150,19799,19351,13772,13765,11576,2189,3.3746544575,7,18364,9006,9358,20786,10793,9993,32027,30734,1293,95.9627814032,16144,15460,684,15883,15274,609,3497,1799,1698,225,107,118,3272,1692,1580,2554,1418,1136,15,6,9,2539,1412,1127,35653,22760,11482,10690,6096,3887,596,822,15237,2996,244,9272,11807,783,7802,3222,11576,1747,4614,5215,690,2807,3626,7798,6823,5424,4717,4711,1510,782,262,19799,365,1434,1856,3959,3281,2630,2393,2463,830,443,145,19351,325,1373,1770,3839,3542,2794,2324,2248,680,339,117,8,21,24,9,29,25,4,120,38,40,407,33.1086156796,8.9485458613,0,0,0,22.2773242901,690,2554,12.8965517241
64,"Puntarenas","Coto Brus",589,6,8,608,716,"Mixto",FALSE,FALSE,-414.874981,44.26397,946.4876194127,593,760,1.281618887,-0.6973684211,530,230,12,38453,19127,19326,13442,13436,10936,2500,3.5,6,8839,4170,4669,29614,14957,14657,31052,29402,1650,94.6863326034,15322,14532,790,15730,14870,860,3609,1851,1758,266,134,132,3343,1717,1626,2790,1496,1294,5,2,3,2785,1494,1291,34844,21878,10926,9574,4081,5242,554,717,15239,6895,267,5458,11032,851,7523,2658,10936,1662,4191,5083,729,2880,3792,8221,5937,4755,4806,4543,1646,862,282,19127,395,1456,1954,4247,2770,2183,2337,2289,873,476,147,19326,334,1424,1838,3974,3167,2572,2469,2254,773,386,135,7,26,13,3,10,4,1,64,64,181,1199,38.0602954099,13.115942029,1,0,1,40.6270501709,729,2790,12.1082880399
44,"Puntarenas","Parrita",596,6,9,609,757,"Mixto",FALSE,FALSE,-84.243337,9.55246,479.4237134462,222,284,1.2792792793,-0.8802816901,250,34,1,16115,8235,7880,6300,6286,4833,1453,3.3205048624,14,8579,4286,4293,7536,3949,3587,13380,12658,722,94.6038863976,6821,6452,369,6559,6206,353,1404,733,671,93,37,56,1311,696,615,991,528,463,0,0,0,991,528,463,14711,10621,4911,4439,3386,1421,234,528,6618,1410,115,2403,4924,290,3427,1207,4833,655,1692,2486,299,1105,1331,3060,3002,2388,2022,1917,579,310,102,8235,149,584,681,1535,1488,1207,1048,1015,302,168,58,7880,150,521,650,1525,1514,1181,974,902,277,142,44,3,46,46,4,19,36,16,170,44,51,304,42.7825761748,14.3661971831,0,0,0,33.6132726606,299,991,9.4818492088
37,"Puntarenas","Corredores",599,6,10,610,774,"Mixto",FALSE,FALSE,-331.540598,34.137353,627.1882332896,766,1022,1.3342036554,-0.7377690802,754,268,4,41831,20720,21111,13026,13022,11849,1173,3.5246856275,4,21461,10351,11110,20370,10369,10001,33935,32585,1350,96.0218063946,16750,16092,658,17185,16493,692,3912,1986,1926,274,134,140,3638,1852,1786,2633,1449,1184,22,6,16,2611,1443,1168,37919,24447,12699,11663,6547,3692,503,799,15000,8510,213,6567,12068,739,7988,3341,11849,1682,4718,5449,773,3139,3984,8406,7274,5756,5136,4730,1448,882,303,20720,381,1605,1984,4164,3496,2726,2522,2393,786,495,168,21111,392,1534,2000,4242,3778,3030,2614,2337,662,387,135,14,89,40,33,51,70,20,317,37,196,599,46.3592789853,24.6540880503,5,2,4,66.6960854489,773,2633,12.1345413688
54,"Puntarenas","Garabito",605,6,11,611,735,"Mixto",FALSE,FALSE,-169.251705,19.34502,315.06221053,349,447,1.2808022923,-0.6331096197,283,164,3,17229,8644,8585,10061,10060,5313,4747,3.2414831545,1,12595,6258,6337,4634,2386,2248,13775,13327,448,96.7477313975,6860,6642,218,6915,6685,230,1823,942,881,180,99,81,1643,843,800,613,321,292,28,8,20,585,313,272,15406,12165,6991,6661,3576,1677,85,315,6120,1102,185,4169,5374,243,3687,1444,5313,472,1576,3265,333,1490,1631,3036,3463,3085,2058,1520,400,169,44,8644,160,782,842,1467,1708,1521,1041,802,205,92,24,8585,173,708,789,1569,1755,1564,1017,718,195,77,20,24,73,493,21,59,44,119,833,54,22,196,34.7109013676,10.0917431193,0,0,0,54.6844382607,333,613,7.9401009925
73,"Limón","Limón",611,7,1,701,677,"Mixto",FALSE,FALSE,-332.586341,39.675642,1775.3024510511,1956,2626,1.3425357873,-0.9367859863,2460,166,11,94415,45744,48671,29761,29727,26666,3061,3.51680042,34,67186,31623,35563,27229,14121,13108,75554,73257,2297,96.9597903486,36270,35313,957,39284,37944,1340,9398,4708,4690,809,386,423,8589,4322,4267,5378,2655,2723,47,21,26,5331,2634,2697,85017,56477,34865,32273,20305,5755,980,3733,40311,8229,574,14528,27049,1193,17185,8671,26666,3259,9770,13637,1707,7691,9463,19192,16431,12294,10959,11300,3212,1596,570,45744,861,3847,4766,9393,7734,5719,5254,5515,1614,781,260,48671,846,3844,4697,9799,8697,6575,5705,5785,1598,815,310,80,181,166,86,61,262,400,1236,73,622,3063,36.4229202509,16.8792401628,9,7,3,53.1824872681,1707,5378,11.7767303924
75,"Limón","Pococí",617,7,2,702,661,"Mixto",FALSE,FALSE,-502.340677,62.029934,2397.995109285,2196,2850,1.2978142077,-0.6838596491,1949,901,21,125962,63273,62689,40908,40886,36238,4648,3.458193057,22,74531,36378,38153,51431,26895,24536,102673,99088,3585,96.5083322782,51408,49479,1929,51265,49609,1656,11643,5888,5755,943,473,470,10700,5415,5285,6636,3596,3040,100,25,75,6536,3571,2965,114319,75008,41653,36494,25702,9059,1385,3913,55280,9628,757,20238,36887,2286,25071,9530,36238,4615,12843,18780,2206,9437,11646,26092,22173,17986,15478,14308,4139,1891,606,63273,1145,4743,5977,13262,10745,8792,7612,7401,2293,957,346,62689,1061,4694,5669,12830,11428,9194,7866,6907,1846,934,260,63,560,252,53,139,226,85,1378,75,474,2446,40.1667519349,16.2328767123,6,2,3,52.5280470808,2206,6636,11.4145535955
62,"Limón","Siquirres",625,7,3,703,724,"Mixto",FALSE,FALSE,-501.097772,60.799707,858.4453904295,971,1280,1.3182286303,-0.5453125,698,582,18,56786,28755,28031,18392,18345,16206,2139,3.4869184253,47,30575,15131,15444,26211,13624,12587,46059,44451,1608,96.5088256367,23285,22430,855,22774,22021,753,5349,2760,2589,478,233,245,4871,2527,2344,2981,1676,1305,46,17,29,2935,1659,1276,51437,34010,16207,14561,13531,3043,767,1704,25819,5806,238,5878,16556,1084,11431,4041,16206,2297,6094,7815,1033,4316,5378,11838,10115,7798,6906,6421,1822,889,270,28755,532,2228,2710,6029,4875,3846,3466,3393,1026,494,156,28031,501,2088,2668,5809,5240,3952,3440,3028,796,395,114,48,103,111,18,58,83,66,487,62,237,1708,33.9072229032,12.1850899743,1,0,1,66.1498106147,1033,2981,10.793153242
80,"Limón","Talamanca",633,7,4,704,587,"Mixto",FALSE,FALSE,-331.286575,38.232905,2827.7951190203,632,851,1.3465189873,-0.6380728555,543,308,10,30712,15658,15054,9952,9941,7999,1942,3.8303537942,11,7175,3647,3528,23537,12011,11526,23602,21974,1628,93.1022794678,12042,11334,708,11560,10640,920,3648,1854,1794,271,134,137,3377,1720,1657,1293,731,562,4,2,2,1289,729,560,27064,13199,7765,6665,3429,1993,223,361,9203,9927,170,5406,8229,422,5673,2134,7999,1241,3228,3530,755,2893,3462,7001,5413,4272,3022,2601,761,397,135,15658,388,1466,1762,3526,2590,2146,1635,1414,429,230,72,15054,367,1427,1700,3475,2823,2126,1387,1187,332,167,63,17,8,53,10,4,21,50,163,80,50,473,29.2403462051,9.5602294455,0,0,0,10.8607585441,755,1293,9.559781193
79,"Limón","Matina",639,7,5,705,592,"Mixto",FALSE,FALSE,-249.958591,30.057194,774.3705049365,608,811,1.3338815789,-0.3982737361,323,488,9,37721,19592,18129,11798,11748,10410,1338,3.5892411143,50,19193,9728,9465,18528,9864,8664,29977,28780,1197,96.006938653,15576,14957,619,14401,13823,578,3879,2022,1857,235,115,120,3644,1907,1737,1565,897,668,10,4,6,1555,893,662,33842,20631,8552,7277,9469,2009,400,838,17055,3185,214,4551,10675,292,8005,2378,10410,1850,4695,3865,751,3128,3865,8228,6506,5591,4331,3756,930,479,156,19592,389,1633,1994,4136,3220,2949,2307,2067,543,265,89,18129,362,1495,1871,4092,3286,2642,2024,1689,387,214,67,29,47,11,30,4,57,64,242,79,147,1224,31.8098276944,10.7221006565,0,0,0,48.7118243264,751,1565,10.4954799714
67,"Limón","Guácimo",644,7,6,706,702,"Mixto",FALSE,FALSE,-418.113021,51.117328,582.7407067027,861,1132,1.3147502904,-0.6307420495,714,418,7,41266,20618,20648,13705,13698,11797,1901,3.4715605662,7,20096,9780,10316,21170,10838,10332,33332,32169,1163,96.5108604344,16606,16009,597,16726,16160,566,3949,1993,1956,405,204,201,3544,1789,1755,2230,1218,1012,17,8,9,2213,1210,1003,37317,24093,11634,10160,8681,2744,427,1250,18404,4153,495,5112,12048,650,8173,3225,11797,1367,4361,6069,776,3173,3985,8759,7271,5791,4981,4300,1420,606,204,20618,408,1585,2019,4361,3574,2733,2559,2161,760,359,99,20648,368,1588,1966,4398,3697,3058,2422,2139,660,247,105,28,85,23,28,24,79,36,303,67,113,793,34.7121487334,12.472406181,0,0,0,70.8136561001,776,2230,11.5591528135
